PetID,Pet Name,Species,Breed,Age,Gender,Symptoms,Disease,Treatment Date,Medicines
55,Michelle,Bird,Canary,8,Male,Sneezing,Myxomatosis,2020-12-27,Pain Relievers
55,Michelle,Bird,Canary,8,Male,Vomiting,Distemper,2021-05-21,Pain Relievers
56,David,Cat,Persian,6,Female,Limping,Psittacosis,2022-05-07,Antibiotics
56,David,Cat,Persian,6,Female,Lethargy,Myxomatosis,2023-08-02,Antibiotics
57,Kirsten,Dog,Bulldog,6,Male,Limping,Distemper,2021-05-25,Deworming Medication
57,Kirsten,Dog,Bulldog,6,Male,Lethargy,Rabies,2021-05-09,Deworming Medication
58,Charlene,Rabbit,Holland Lop,8,Male,Sneezing,Myxomatosis,2024-04-25,Pain Relievers
58,Charlene,Rabbit,Holland Lop,8,Male,Lethargy,Wet Tail,2020-08-31,Anti-inflammatory
58,Charlene,Rabbit,Holland Lop,8,Male,Sneezing,Wet Tail,2021-01-23,Anti-inflammatory
58,Charlene,Rabbit,Holland Lop,8,Male,Lethargy,Rabies,2020-10-18,Deworming Medication
58,Charlene,Rabbit,Holland Lop,8,Male,Loss of Appetite,Myxomatosis,2022-12-13,Vitamins
58,Charlene,Rabbit,Holland Lop,8,Male,Itching,Rabies,2020-03-16,Vitamins
58,Charlene,Rabbit,Holland Lop,8,Male,Lethargy,Rabies,2022-08-08,Deworming Medication
58,Charlene,Rabbit,Holland Lop,8,Male,Coughing,Parvovirus,2023-11-30,Pain Relievers
59,Katherine,Cat,Persian,7,Female,Lethargy,Parvovirus,2022-07-29,Anti-inflammatory
59,Katherine,Cat,Persian,7,Female,Coughing,Feline Leukemia,2022-12-12,Vitamins
59,Katherine,Cat,Persian,7,Female,Limping,Psittacosis,2024-07-11,Pain Relievers
59,Katherine,Cat,Persian,7,Female,Diarrhea,Myxomatosis,2021-07-01,Anti-inflammatory
59,Katherine,Cat,Persian,7,Female,Itching,Distemper,2023-04-16,Pain Relievers
59,Katherine,Cat,Persian,7,Female,Loss of Appetite,Myxomatosis,2022-10-08,Pain Relievers
59,Katherine,Cat,Persian,7,Female,Lethargy,Wet Tail,2020-01-13,Antibiotics
59,Katherine,Cat,Persian,7,Female,Coughing,Distemper,2022-12-17,Antibiotics
59,Katherine,Cat,Persian,7,Female,Loss of Appetite,Feline Leukemia,2023-01-08,Anti-inflammatory
60,Joseph,Rabbit,Flemish Giant,13,Male,Sneezing,Distemper,2023-05-17,Anti-inflammatory
60,Joseph,Rabbit,Flemish Giant,13,Male,Itching,Parvovirus,2024-02-19,Anti-inflammatory
61,Ronald,Cat,Maine Coon,14,Female,Vomiting,Myxomatosis,2022-01-25,Vitamins
62,Brian,Cat,Bengal,15,Female,Loss of Appetite,Feline Leukemia,2023-03-15,Pain Relievers
62,Brian,Cat,Bengal,15,Female,Vomiting,Rabies,2022-01-11,Vitamins
62,Brian,Cat,Bengal,15,Female,Vomiting,Feline Leukemia,2020-01-27,Pain Relievers
63,Kelly,Dog,Beagle,15,Female,Lethargy,Distemper,2021-05-26,Pain Relievers
63,Kelly,Dog,Beagle,15,Female,Sneezing,Parvovirus,2024-01-04,Pain Relievers
64,Victor,Hamster,Chinese,2,Male,Diarrhea,Myxomatosis,2021-07-19,Anti-inflammatory
64,Victor,Hamster,Chinese,2,Male,Sneezing,Distemper,2020-12-30,Deworming Medication
64,Victor,Hamster,Chinese,2,Male,Loss of Appetite,Wet Tail,2024-05-14,Anti-inflammatory
64,Victor,Hamster,Chinese,2,Male,Lethargy,Rabies,2023-10-29,Antibiotics
65,Teresa,Cat,Siamese,11,Female,Coughing,Myxomatosis,2022-02-01,Antibiotics
65,Teresa,Cat,Siamese,11,Female,Loss of Appetite,Psittacosis,2020-01-03,Deworming Medication
65,Teresa,Cat,Siamese,11,Female,Limping,Feline Leukemia,2022-04-08,Vitamins
66,Larry,Dog,Bulldog,5,Female,Lethargy,Psittacosis,2023-05-22,Vitamins
66,Larry,Dog,Bulldog,5,Female,Itching,Distemper,2022-08-24,Vitamins
66,Larry,Dog,Bulldog,5,Female,Sneezing,Myxomatosis,2022-07-23,Antibiotics
66,Larry,Dog,Bulldog,5,Female,Itching,Wet Tail,2020-03-27,Anti-inflammatory
66,Larry,Dog,Bulldog,5,Female,Limping,Parvovirus,2024-07-09,Deworming Medication
66,Larry,Dog,Bulldog,5,Female,Vomiting,Distemper,2022-04-23,Deworming Medication
67,Kendra,Bird,Canary,7,Male,Vomiting,Rabies,2021-07-24,Anti-inflammatory
67,Kendra,Bird,Canary,7,Male,Itching,Parvovirus,2024-04-04,Pain Relievers
68,Joseph,Rabbit,Lionhead,14,Male,Itching,Rabies,2024-05-18,Vitamins
68,Joseph,Rabbit,Lionhead,14,Male,Itching,Parvovirus,2020-08-20,Deworming Medication
68,Joseph,Rabbit,Lionhead,14,Male,Coughing,Wet Tail,2020-12-23,Deworming Medication
68,Joseph,Rabbit,Lionhead,14,Male,Lethargy,Rabies,2023-07-03,Deworming Medication
68,Joseph,Rabbit,Lionhead,14,Male,Vomiting,Distemper,2023-07-12,Deworming Medication
69,Steven,Dog,Golden Retriever,1,Female,Loss of Appetite,Feline Leukemia,2020-03-03,Anti-inflammatory
69,Steven,Dog,Golden Retriever,1,Female,Vomiting,Wet Tail,2022-09-12,Vitamins
69,Steven,Dog,Golden Retriever,1,Female,Itching,Distemper,2022-03-24,Antibiotics
69,Steven,Dog,Golden Retriever,1,Female,Diarrhea,Distemper,2023-06-08,Anti-inflammatory
69,Steven,Dog,Golden Retriever,1,Female,Coughing,Rabies,2022-11-03,Deworming Medication
69,Steven,Dog,Golden Retriever,1,Female,Coughing,Distemper,2020-08-15,Vitamins
69,Steven,Dog,Golden Retriever,1,Female,Lethargy,Parvovirus,2022-06-22,Pain Relievers
69,Steven,Dog,Golden Retriever,1,Female,Diarrhea,Feline Leukemia,2021-09-02,Antibiotics
69,Steven,Dog,Golden Retriever,1,Female,Sneezing,Myxomatosis,2020-09-06,Antibiotics
70,Thomas,Bird,Cockatiel,4,Female,Lethargy,Feline Leukemia,2023-05-16,Pain Relievers
70,Thomas,Bird,Cockatiel,4,Female,Lethargy,Wet Tail,2021-11-08,Deworming Medication
70,Thomas,Bird,Cockatiel,4,Female,Lethargy,Psittacosis,2023-10-23,Antibiotics
71,Monique,Bird,Parakeet,14,Female,Diarrhea,Myxomatosis,2022-08-29,Vitamins
71,Monique,Bird,Parakeet,14,Female,Lethargy,Feline Leukemia,2022-07-22,Antibiotics
71,Monique,Bird,Parakeet,14,Female,Lethargy,Psittacosis,2020-07-26,Deworming Medication
71,Monique,Bird,Parakeet,14,Female,Vomiting,Rabies,2023-02-24,Pain Relievers
71,Monique,Bird,Parakeet,14,Female,Vomiting,Myxomatosis,2023-10-08,Antibiotics
71,Monique,Bird,Parakeet,14,Female,Diarrhea,Distemper,2020-09-06,Pain Relievers
71,Monique,Bird,Parakeet,14,Female,Itching,Myxomatosis,2022-08-23,Anti-inflammatory
71,Monique,Bird,Parakeet,14,Female,Sneezing,Rabies,2020-08-09,Deworming Medication
71,Monique,Bird,Parakeet,14,Female,Coughing,Rabies,2022-06-03,Antibiotics
72,Sara,Bird,Canary,9,Male,Lethargy,Psittacosis,2023-07-10,Vitamins
72,Sara,Bird,Canary,9,Male,Itching,Wet Tail,2022-10-11,Deworming Medication
72,Sara,Bird,Canary,9,Male,Sneezing,Wet Tail,2021-09-23,Vitamins
72,Sara,Bird,Canary,9,Male,Coughing,Parvovirus,2021-11-07,Anti-inflammatory
72,Sara,Bird,Canary,9,Male,Vomiting,Distemper,2022-05-04,Anti-inflammatory
72,Sara,Bird,Canary,9,Male,Loss of Appetite,Psittacosis,2021-08-02,Anti-inflammatory
72,Sara,Bird,Canary,9,Male,Limping,Parvovirus,2020-09-22,Deworming Medication
72,Sara,Bird,Canary,9,Male,Sneezing,Parvovirus,2023-03-02,Antibiotics
73,Brian,Bird,Finch,3,Female,Vomiting,Parvovirus,2022-07-15,Anti-inflammatory
74,Pamela,Dog,Bulldog,5,Female,Coughing,Wet Tail,2023-11-15,Antibiotics
74,Pamela,Dog,Bulldog,5,Female,Coughing,Distemper,2020-01-15,Vitamins
74,Pamela,Dog,Bulldog,5,Female,Coughing,Myxomatosis,2021-01-19,Vitamins
74,Pamela,Dog,Bulldog,5,Female,Sneezing,Distemper,2020-07-11,Vitamins
74,Pamela,Dog,Bulldog,5,Female,Lethargy,Myxomatosis,2021-03-20,Pain Relievers
74,Pamela,Dog,Bulldog,5,Female,Limping,Rabies,2023-02-10,Antibiotics
74,Pamela,Dog,Bulldog,5,Female,Itching,Myxomatosis,2020-04-30,Deworming Medication
75,Jimmy,Dog,Golden Retriever,11,Female,Loss of Appetite,Distemper,2023-07-06,Deworming Medication
75,Jimmy,Dog,Golden Retriever,11,Female,Lethargy,Wet Tail,2021-03-31,Vitamins
76,Christopher,Bird,Lovebird,11,Male,Loss of Appetite,Psittacosis,2022-12-13,Vitamins
76,Christopher,Bird,Lovebird,11,Male,Vomiting,Myxomatosis,2023-06-21,Deworming Medication
76,Christopher,Bird,Lovebird,11,Male,Coughing,Wet Tail,2021-08-15,Pain Relievers
77,Kelly,Rabbit,Holland Lop,1,Female,Vomiting,Myxomatosis,2023-05-31,Vitamins
77,Kelly,Rabbit,Holland Lop,1,Female,Limping,Parvovirus,2022-03-19,Vitamins
77,Kelly,Rabbit,Holland Lop,1,Female,Sneezing,Feline Leukemia,2023-10-20,Antibiotics
77,Kelly,Rabbit,Holland Lop,1,Female,Lethargy,Myxomatosis,2024-02-13,Anti-inflammatory
78,Jason,Bird,Canary,15,Male,Lethargy,Psittacosis,2021-08-09,Vitamins
78,Jason,Bird,Canary,15,Male,Vomiting,Myxomatosis,2023-06-22,Pain Relievers
78,Jason,Bird,Canary,15,Male,Loss of Appetite,Feline Leukemia,2021-09-23,Pain Relievers
78,Jason,Bird,Canary,15,Male,Loss of Appetite,Distemper,2023-12-03,Deworming Medication
78,Jason,Bird,Canary,15,Male,Sneezing,Feline Leukemia,2022-03-26,Deworming Medication
78,Jason,Bird,Canary,15,Male,Lethargy,Distemper,2024-01-24,Vitamins
78,Jason,Bird,Canary,15,Male,Loss of Appetite,Feline Leukemia,2022-08-05,Pain Relievers
78,Jason,Bird,Canary,15,Male,Sneezing,Parvovirus,2022-11-02,Vitamins
79,Ricky,Rabbit,Holland Lop,1,Male,Sneezing,Distemper,2021-09-01,Pain Relievers
79,Ricky,Rabbit,Holland Lop,1,Male,Sneezing,Psittacosis,2024-07-08,Antibiotics
79,Ricky,Rabbit,Holland Lop,1,Male,Loss of Appetite,Psittacosis,2020-09-05,Antibiotics
79,Ricky,Rabbit,Holland Lop,1,Male,Sneezing,Myxomatosis,2023-06-24,Deworming Medication
79,Ricky,Rabbit,Holland Lop,1,Male,Loss of Appetite,Rabies,2023-12-23,Anti-inflammatory
79,Ricky,Rabbit,Holland Lop,1,Male,Limping,Psittacosis,2024-03-01,Vitamins
79,Ricky,Rabbit,Holland Lop,1,Male,Diarrhea,Distemper,2023-11-07,Anti-inflammatory
80,Nicholas,Rabbit,Flemish Giant,1,Female,Sneezing,Myxomatosis,2024-01-27,Vitamins
80,Nicholas,Rabbit,Flemish Giant,1,Female,Coughing,Psittacosis,2020-10-01,Vitamins
80,Nicholas,Rabbit,Flemish Giant,1,Female,Coughing,Parvovirus,2023-03-19,Deworming Medication
80,Nicholas,Rabbit,Flemish Giant,1,Female,Loss of Appetite,Feline Leukemia,2020-06-08,Anti-inflammatory
80,Nicholas,Rabbit,Flemish Giant,1,Female,Loss of Appetite,Parvovirus,2020-11-02,Anti-inflammatory
81,Andrew,Bird,Parakeet,6,Male,Lethargy,Psittacosis,2023-10-28,Antibiotics
81,Andrew,Bird,Parakeet,6,Male,Itching,Rabies,2023-07-02,Pain Relievers
81,Andrew,Bird,Parakeet,6,Male,Diarrhea,Myxomatosis,2020-04-28,Antibiotics
81,Andrew,Bird,Parakeet,6,Male,Diarrhea,Wet Tail,2024-03-25,Deworming Medication
81,Andrew,Bird,Parakeet,6,Male,Diarrhea,Feline Leukemia,2022-09-14,Pain Relievers
81,Andrew,Bird,Parakeet,6,Male,Loss of Appetite,Myxomatosis,2020-06-28,Antibiotics
82,Lori,Rabbit,Netherland Dwarf,15,Male,Loss of Appetite,Wet Tail,2022-04-18,Anti-inflammatory
82,Lori,Rabbit,Netherland Dwarf,15,Male,Itching,Psittacosis,2020-03-29,Anti-inflammatory
82,Lori,Rabbit,Netherland Dwarf,15,Male,Diarrhea,Parvovirus,2020-08-11,Anti-inflammatory
83,Beverly,Bird,Lovebird,14,Male,Lethargy,Parvovirus,2020-11-15,Pain Relievers
84,Christopher,Bird,Lovebird,2,Male,Limping,Distemper,2023-06-04,Deworming Medication
84,Christopher,Bird,Lovebird,2,Male,Diarrhea,Myxomatosis,2022-01-21,Vitamins
84,Christopher,Bird,Lovebird,2,Male,Loss of Appetite,Rabies,2022-11-08,Vitamins
84,Christopher,Bird,Lovebird,2,Male,Sneezing,Feline Leukemia,2023-12-11,Anti-inflammatory
84,Christopher,Bird,Lovebird,2,Male,Vomiting,Wet Tail,2021-02-06,Antibiotics
84,Christopher,Bird,Lovebird,2,Male,Itching,Myxomatosis,2022-05-18,Deworming Medication
85,Mark,Bird,Cockatiel,1,Male,Lethargy,Distemper,2020-08-06,Vitamins
85,Mark,Bird,Cockatiel,1,Male,Sneezing,Psittacosis,2021-06-06,Deworming Medication
85,Mark,Bird,Cockatiel,1,Male,Vomiting,Feline Leukemia,2023-11-10,Anti-inflammatory
85,Mark,Bird,Cockatiel,1,Male,Coughing,Parvovirus,2022-08-26,Vitamins
85,Mark,Bird,Cockatiel,1,Male,Itching,Wet Tail,2022-10-20,Anti-inflammatory
85,Mark,Bird,Cockatiel,1,Male,Sneezing,Parvovirus,2023-08-20,Pain Relievers
86,Kristine,Cat,Maine Coon,3,Male,Lethargy,Distemper,2023-12-10,Vitamins
86,Kristine,Cat,Maine Coon,3,Male,Coughing,Psittacosis,2024-06-09,Pain Relievers
86,Kristine,Cat,Maine Coon,3,Male,Coughing,Wet Tail,2022-11-21,Anti-inflammatory
86,Kristine,Cat,Maine Coon,3,Male,Loss of Appetite,Psittacosis,2020-03-27,Vitamins
86,Kristine,Cat,Maine Coon,3,Male,Vomiting,Distemper,2024-07-09,Anti-inflammatory
86,Kristine,Cat,Maine Coon,3,Male,Vomiting,Psittacosis,2022-09-26,Anti-inflammatory
86,Kristine,Cat,Maine Coon,3,Male,Lethargy,Rabies,2021-09-11,Anti-inflammatory
86,Kristine,Cat,Maine Coon,3,Male,Limping,Distemper,2021-08-19,Vitamins
86,Kristine,Cat,Maine Coon,3,Male,Diarrhea,Feline Leukemia,2022-10-07,Anti-inflammatory
87,Scott,Rabbit,Holland Lop,3,Female,Sneezing,Wet Tail,2024-04-23,Antibiotics
87,Scott,Rabbit,Holland Lop,3,Female,Loss of Appetite,Psittacosis,2020-05-17,Deworming Medication
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Limping,Wet Tail,2022-03-12,Vitamins
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Lethargy,Feline Leukemia,2022-09-26,Vitamins
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Sneezing,Parvovirus,2024-06-13,Anti-inflammatory
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Coughing,Myxomatosis,2024-06-17,Antibiotics
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Loss of Appetite,Rabies,2024-04-19,Pain Relievers
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Coughing,Parvovirus,2020-10-20,Deworming Medication
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Loss of Appetite,Rabies,2021-05-29,Vitamins
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Sneezing,Feline Leukemia,2023-04-29,Anti-inflammatory
88,Wendy,Rabbit,Netherland Dwarf,4,Female,Itching,Wet Tail,2022-07-27,Vitamins
89,Jonathan,Rabbit,Flemish Giant,10,Male,Diarrhea,Myxomatosis,2020-10-15,Pain Relievers
89,Jonathan,Rabbit,Flemish Giant,10,Male,Vomiting,Parvovirus,2024-03-09,Antibiotics
89,Jonathan,Rabbit,Flemish Giant,10,Male,Sneezing,Rabies,2022-04-11,Anti-inflammatory
90,Gabriel,Rabbit,Flemish Giant,14,Male,Vomiting,Parvovirus,2021-07-22,Anti-inflammatory
90,Gabriel,Rabbit,Flemish Giant,14,Male,Itching,Parvovirus,2022-09-02,Vitamins
91,Virginia,Rabbit,Mini Rex,7,Female,Coughing,Myxomatosis,2020-02-20,Vitamins
91,Virginia,Rabbit,Mini Rex,7,Female,Sneezing,Parvovirus,2020-06-03,Antibiotics
91,Virginia,Rabbit,Mini Rex,7,Female,Diarrhea,Feline Leukemia,2020-10-18,Anti-inflammatory
91,Virginia,Rabbit,Mini Rex,7,Female,Itching,Rabies,2020-02-24,Anti-inflammatory
91,Virginia,Rabbit,Mini Rex,7,Female,Diarrhea,Distemper,2022-08-10,Anti-inflammatory
91,Virginia,Rabbit,Mini Rex,7,Female,Lethargy,Wet Tail,2021-07-21,Pain Relievers
91,Virginia,Rabbit,Mini Rex,7,Female,Itching,Wet Tail,2023-09-24,Vitamins
91,Virginia,Rabbit,Mini Rex,7,Female,Vomiting,Myxomatosis,2021-04-03,Pain Relievers
92,Angelica,Bird,Canary,11,Male,Coughing,Rabies,2023-04-06,Anti-inflammatory
92,Angelica,Bird,Canary,11,Male,Loss of Appetite,Distemper,2021-05-20,Anti-inflammatory
92,Angelica,Bird,Canary,11,Male,Lethargy,Psittacosis,2023-04-15,Pain Relievers
92,Angelica,Bird,Canary,11,Male,Itching,Myxomatosis,2022-11-02,Vitamins
92,Angelica,Bird,Canary,11,Male,Lethargy,Rabies,2022-07-09,Pain Relievers
92,Angelica,Bird,Canary,11,Male,Diarrhea,Wet Tail,2020-03-12,Deworming Medication
93,William,Rabbit,Mini Rex,2,Male,Diarrhea,Parvovirus,2024-01-05,Vitamins
94,Amy,Bird,Finch,6,Female,Coughing,Feline Leukemia,2020-03-22,Antibiotics
94,Amy,Bird,Finch,6,Female,Vomiting,Wet Tail,2023-11-14,Vitamins
94,Amy,Bird,Finch,6,Female,Limping,Wet Tail,2021-10-23,Antibiotics
94,Amy,Bird,Finch,6,Female,Coughing,Feline Leukemia,2020-02-15,Pain Relievers
94,Amy,Bird,Finch,6,Female,Loss of Appetite,Rabies,2020-03-11,Vitamins
94,Amy,Bird,Finch,6,Female,Lethargy,Distemper,2022-10-19,Vitamins
95,Elizabeth,Rabbit,Holland Lop,9,Male,Itching,Wet Tail,2022-07-19,Pain Relievers
95,Elizabeth,Rabbit,Holland Lop,9,Male,Vomiting,Psittacosis,2020-07-17,Antibiotics
95,Elizabeth,Rabbit,Holland Lop,9,Male,Vomiting,Distemper,2023-11-17,Vitamins
95,Elizabeth,Rabbit,Holland Lop,9,Male,Loss of Appetite,Psittacosis,2021-11-24,Pain Relievers
96,Adam,Rabbit,Holland Lop,7,Female,Vomiting,Wet Tail,2024-05-02,Anti-inflammatory
97,Bryan,Dog,Labrador Retriever,12,Male,Lethargy,Distemper,2021-12-05,Vitamins
97,Bryan,Dog,Labrador Retriever,12,Male,Loss of Appetite,Psittacosis,2021-10-12,Pain Relievers
97,Bryan,Dog,Labrador Retriever,12,Male,Itching,Feline Leukemia,2020-12-11,Pain Relievers
97,Bryan,Dog,Labrador Retriever,12,Male,Diarrhea,Wet Tail,2023-12-21,Vitamins
97,Bryan,Dog,Labrador Retriever,12,Male,Lethargy,Distemper,2024-01-28,Antibiotics
97,Bryan,Dog,Labrador Retriever,12,Male,Lethargy,Distemper,2022-05-29,Antibiotics
97,Bryan,Dog,Labrador Retriever,12,Male,Sneezing,Myxomatosis,2020-01-12,Vitamins
97,Bryan,Dog,Labrador Retriever,12,Male,Coughing,Parvovirus,2022-09-26,Vitamins
98,Amy,Rabbit,Mini Rex,11,Male,Lethargy,Myxomatosis,2023-02-16,Vitamins
98,Amy,Rabbit,Mini Rex,11,Male,Loss of Appetite,Distemper,2022-06-28,Pain Relievers
98,Amy,Rabbit,Mini Rex,11,Male,Coughing,Feline Leukemia,2021-06-26,Antibiotics
98,Amy,Rabbit,Mini Rex,11,Male,Vomiting,Feline Leukemia,2021-02-18,Antibiotics
98,Amy,Rabbit,Mini Rex,11,Male,Sneezing,Wet Tail,2021-08-11,Antibiotics
98,Amy,Rabbit,Mini Rex,11,Male,Loss of Appetite,Wet Tail,2021-08-28,Anti-inflammatory
98,Amy,Rabbit,Mini Rex,11,Male,Diarrhea,Myxomatosis,2020-05-27,Antibiotics
99,Cindy,Bird,Canary,9,Male,Coughing,Distemper,2021-08-12,Vitamins
99,Cindy,Bird,Canary,9,Male,Lethargy,Distemper,2022-01-08,Vitamins
99,Cindy,Bird,Canary,9,Male,Sneezing,Feline Leukemia,2021-04-15,Pain Relievers
99,Cindy,Bird,Canary,9,Male,Sneezing,Wet Tail,2020-05-02,Anti-inflammatory
99,Cindy,Bird,Canary,9,Male,Sneezing,Feline Leukemia,2023-12-31,Deworming Medication
99,Cindy,Bird,Canary,9,Male,Loss of Appetite,Myxomatosis,2021-11-04,Antibiotics
99,Cindy,Bird,Canary,9,Male,Diarrhea,Wet Tail,2021-11-14,Antibiotics
100,Meredith,Hamster,Syrian,8,Male,Loss of Appetite,Rabies,2023-06-14,Pain Relievers
100,Meredith,Hamster,Syrian,8,Male,Limping,Feline Leukemia,2022-02-24,Antibiotics
100,Meredith,Hamster,Syrian,8,Male,Vomiting,Feline Leukemia,2022-08-10,Pain Relievers
100,Meredith,Hamster,Syrian,8,Male,Coughing,Wet Tail,2023-04-05,Antibiotics
100,Meredith,Hamster,Syrian,8,Male,Loss of Appetite,Psittacosis,2024-05-01,Pain Relievers
100,Meredith,Hamster,Syrian,8,Male,Vomiting,Psittacosis,2021-10-21,Anti-inflammatory
100,Meredith,Hamster,Syrian,8,Male,Limping,Myxomatosis,2024-06-27,Antibiotics
101,Jonathan,Hamster,Chinese,1,Female,Lethargy,Rabies,2023-06-09,Pain Relievers
101,Jonathan,Hamster,Chinese,1,Female,Limping,Feline Leukemia,2021-12-16,Vitamins
101,Jonathan,Hamster,Chinese,1,Female,Vomiting,Parvovirus,2020-03-11,Vitamins
101,Jonathan,Hamster,Chinese,1,Female,Limping,Myxomatosis,2023-01-10,Deworming Medication
101,Jonathan,Hamster,Chinese,1,Female,Vomiting,Psittacosis,2021-09-29,Antibiotics
101,Jonathan,Hamster,Chinese,1,Female,Lethargy,Wet Tail,2022-12-27,Antibiotics
102,Gavin,Rabbit,Netherland Dwarf,11,Female,Limping,Distemper,2020-01-31,Deworming Medication
102,Gavin,Rabbit,Netherland Dwarf,11,Female,Diarrhea,Myxomatosis,2024-04-17,Antibiotics
102,Gavin,Rabbit,Netherland Dwarf,11,Female,Loss of Appetite,Parvovirus,2020-11-10,Antibiotics
102,Gavin,Rabbit,Netherland Dwarf,11,Female,Sneezing,Parvovirus,2020-09-22,Anti-inflammatory
102,Gavin,Rabbit,Netherland Dwarf,11,Female,Coughing,Parvovirus,2021-02-13,Vitamins
103,Alexander,Dog,Labrador Retriever,13,Male,Sneezing,Myxomatosis,2023-02-12,Antibiotics
103,Alexander,Dog,Labrador Retriever,13,Male,Itching,Feline Leukemia,2022-12-05,Anti-inflammatory
103,Alexander,Dog,Labrador Retriever,13,Male,Coughing,Psittacosis,2022-03-31,Antibiotics
103,Alexander,Dog,Labrador Retriever,13,Male,Coughing,Parvovirus,2022-03-02,Vitamins
103,Alexander,Dog,Labrador Retriever,13,Male,Limping,Parvovirus,2022-07-12,Anti-inflammatory
103,Alexander,Dog,Labrador Retriever,13,Male,Coughing,Wet Tail,2020-01-29,Antibiotics
103,Alexander,Dog,Labrador Retriever,13,Male,Loss of Appetite,Rabies,2022-11-10,Antibiotics
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Sneezing,Myxomatosis,2020-08-25,Anti-inflammatory
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Diarrhea,Psittacosis,2021-04-22,Pain Relievers
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Diarrhea,Myxomatosis,2021-12-03,Pain Relievers
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Sneezing,Parvovirus,2023-05-29,Pain Relievers
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Loss of Appetite,Parvovirus,2024-01-30,Anti-inflammatory
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Loss of Appetite,Psittacosis,2022-02-20,Vitamins
104,Michael,Hamster,Dwarf Campbell Russian,14,Male,Diarrhea,Wet Tail,2022-09-26,Pain Relievers
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Coughing,Distemper,2020-08-12,Antibiotics
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Itching,Wet Tail,2021-04-01,Anti-inflammatory
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Loss of Appetite,Psittacosis,2021-01-14,Anti-inflammatory
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Limping,Wet Tail,2021-04-25,Pain Relievers
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Diarrhea,Rabies,2023-09-05,Anti-inflammatory
105,Heather,Hamster,Dwarf Winter White Russian,8,Female,Limping,Distemper,2023-05-17,Antibiotics
106,David,Rabbit,Netherland Dwarf,5,Male,Limping,Rabies,2021-01-17,Vitamins
106,David,Rabbit,Netherland Dwarf,5,Male,Sneezing,Myxomatosis,2020-05-18,Deworming Medication
106,David,Rabbit,Netherland Dwarf,5,Male,Coughing,Parvovirus,2022-03-28,Vitamins
106,David,Rabbit,Netherland Dwarf,5,Male,Itching,Distemper,2022-07-06,Vitamins
106,David,Rabbit,Netherland Dwarf,5,Male,Itching,Rabies,2021-11-21,Vitamins
106,David,Rabbit,Netherland Dwarf,5,Male,Diarrhea,Wet Tail,2024-03-03,Antibiotics
107,Valerie,Dog,German Shepherd,8,Male,Loss of Appetite,Distemper,2022-11-16,Deworming Medication
107,Valerie,Dog,German Shepherd,8,Male,Lethargy,Feline Leukemia,2023-10-23,Pain Relievers
107,Valerie,Dog,German Shepherd,8,Male,Vomiting,Wet Tail,2021-06-19,Antibiotics
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Lethargy,Parvovirus,2020-12-06,Anti-inflammatory
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Diarrhea,Distemper,2024-03-19,Pain Relievers
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Vomiting,Rabies,2021-05-30,Anti-inflammatory
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Loss of Appetite,Distemper,2021-02-17,Anti-inflammatory
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Itching,Parvovirus,2023-04-24,Pain Relievers
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Loss of Appetite,Psittacosis,2023-09-28,Antibiotics
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Loss of Appetite,Rabies,2024-05-18,Anti-inflammatory
108,Brittany,Rabbit,Netherland Dwarf,8,Male,Sneezing,Feline Leukemia,2024-04-22,Anti-inflammatory
109,Joseph,Hamster,Dwarf Winter White Russian,5,Female,Diarrhea,Psittacosis,2021-11-03,Vitamins
109,Joseph,Hamster,Dwarf Winter White Russian,5,Female,Diarrhea,Wet Tail,2024-02-26,Deworming Medication
109,Joseph,Hamster,Dwarf Winter White Russian,5,Female,Vomiting,Wet Tail,2023-02-20,Antibiotics
